260	383
17	775
596	655
137	748
278	113
107	316
137	899
137	230
222	161
894	255
881	464
739	982
137	137
127	464
294	159
336	784
260	446
488	223
775	602
726	196
420	643
137	772
944	300
769	567
899	652
342	672
222	235
732	953
137	793
397	908
137	939
726	265
127	944
270	60
127	739
137	482
744	476
137	156
490	292
91	196
60	509
244	940
768	666
778	403
746	107
235	952
823	958
992	858
162	33
397	761
726	766
671	531
292	868
593	567
862	543
292	632
60	402
397	94
137	652
726	624
491	383
602	1016
137	420
596	280
823	852
746	265
219	624
482	547
667	914
137	874
260	800
397	899
294	464
823	567
596	666
137	66
938	841
823	292
554	173
995	952
18	944
294	460
419	107
265	916
823	791
137	22
127	503
671	672
22	423
418	638
137	903
567	894
294	63
899	567
268	107
857	776
899	91
127	602
823	983
769	18
596	207
12	139
268	742
487	586
748	553
18	429
488	310
372	6
22	216
137	464
899	602
486	437
952	525
900	69
490	18
137	393
137	871
823	784
383	0
567	487
475	675
339	374
904	875
823	170
137	470
727	363
995	91
823	48
592	127
513	904
602	406
226	963
100	900
397	596
260	672
491	188
127	155
22	602
666	465
269	265
567	1012
823	337
260	226
671	775
127	268
749	127
232	869
567	476
397	584
20	216
996	310
137	488
666	91
567	608
292	834
223	12
730	602
260	336
234	85
137	465
22	539
894	452
671	91
101	983
397	967
443	363
488	666
137	464
488	969
126	862
127	80
429	429
488	967
739	245
235	800
593	567
464	803
951	505
137	602
852	487
260	59
260	351
223	122
490	803
899	596
170	894
775	554
986	1008
899	624
671	671
97	602
862	606
998	938
339	518
216	675
748	260
100	427
823	433
397	260
235	118
127	554
999	216
232	150
823	188
578	803
270	150
137	9
339	127
729	55
670	624
995	557
556	766
882	983
162	296
127	546
995	715
339	995
983	433
998	958
127	911
748	748
488	596
565	427
773	810
487	241
995	894
91	196
671	397
137	567
137	393
488	791
137	1015
265	383
343	577
278	452
880	674
231	40
222	429
293	986
127	161
219	105
727	316
429	310
488	894
137	894
596	946
465	91
891	113
748	925
397	800
488	902
593	190
339	894
670	423
739	255
137	942
423	173
671	776
137	761
480	602
265	145
268	191
233	727
776	569
761	335
998	437
727	52
748	265
165	882
235	482
726	952
593	823
805	313
670	517
260	292
488	894
127	235
606	34
745	894
735	987
776	54
899	946
823	903
137	145
137	18
397	823
137	591
127	638
339	162
951	162
154	482
137	671
247	89
624	383
292	761
101	607
598	710
519	983
446	714
567	107
823	107
222	127
339	608
567	501
775	99
862	13
294	424
137	154
222	247
137	488
769	624
222	520
127	775
232	280
894	766
602	940
260	593
397	255
127	429
553	97
727	219
60	177
823	191
395	60
137	823
823	157
823	599
567	69
643	464
730	620
491	940
260	127
567	393
746	983
137	166
60	347
894	383
596	525
137	791
487	380
951	265
671	514
397	894
488	60
82	940
732	624
268	779
232	232
